invoice_id,invoice_date,invoice_time,city,product_line_name,customer_type,gender,payment_method,quantity,unit_price,total_amount,gross_income,rating
345-08-4992,2019-03-08,15:37:00,Yangon,Home and lifestyle,Normal,Male,Credit card,6,33.99,214.14,10.2,7.7
549-96-4200,2019-03-08,20:15:00,Naypyitaw,Food and beverages,Member,Male,Ewallet,4,17.04,71.57,3.41,7.0
810-60-6344,2019-02-07,14:38:00,Naypyitaw,Electronic accessories,Normal,Female,Credit card,8,40.86,343.22,16.34,6.5
450-28-2866,2019-01-15,19:25:00,Naypyitaw,Food and beverages,Member,Male,Cash,5,17.44,91.56,4.36,8.1
394-30-3170,2019-03-22,19:35:00,Mandalay,Sports and travel,Member,Female,Credit card,8,88.43,742.81,35.37,4.3
138-17-5109,2019-01-15,15:42:00,Yangon,Home and lifestyle,Member,Female,Credit card,9,89.21,843.03,40.14,6.5
192-98-7397,2019-01-08,14:11:00,Naypyitaw,Fashion accessories,Normal,Male,Ewallet,1,12.78,13.42,0.64,9.5
301-11-9629,2019-01-15,10:43:00,Yangon,Sports and travel,Normal,Female,Cash,7,19.1,140.39,6.69,9.7
390-80-5128,2019-01-28,17:58:00,Mandalay,Health and beauty,Member,Female,Credit card,1,19.15,20.11,0.96,9.5
235-46-8343,2019-02-14,11:26:00,Naypyitaw,Food and beverages,Member,Male,Credit card,10,27.66,290.43,13.83,8.9
453-12-7053,2019-03-10,17:38:00,Naypyitaw,Fashion accessories,Normal,Male,Credit card,3,45.74,144.08,6.86,6.5
296-11-7041,2019-01-12,20:07:00,Mandalay,Health and beauty,Member,Female,Credit card,1,27.07,28.42,1.35,5.3
449-27-2918,2019-03-26,11:02:00,Mandalay,Sports and travel,Member,Female,Credit card,1,39.12,41.08,1.96,9.6
891-01-7034,2019-01-01,19:07:00,Mandalay,Electronic accessories,Normal,Female,Cash,6,74.71,470.67,22.41,6.7
744-09-5786,2019-01-02,18:50:00,Mandalay,Electronic accessories,Normal,Male,Cash,6,22.01,138.66,6.6,7.6
727-17-0390,2019-03-16,12:43:00,Yangon,Food and beverages,Normal,Female,Ewallet,5,63.61,333.95,15.9,4.8
568-88-3448,2019-03-03,15:09:00,Yangon,Health and beauty,Normal,Male,Ewallet,1,25.0,26.25,1.25,5.5
187-83-5490,2019-01-31,13:47:00,Yangon,Electronic accessories,Member,Male,Cash,4,20.77,87.23,4.15,4.7
767-54-1907,2019-02-13,16:59:00,Mandalay,Fashion accessories,Member,Female,Cash,5,29.56,155.19,7.39,6.9
710-46-4433,2019-02-15,14:15:00,Mandalay,Food and beverages,Member,Female,Credit card,9,77.4,731.43,34.83,4.5
533-33-5337,2019-02-07,20:24:00,Mandalay,Electronic accessories,Normal,Male,Cash,10,79.39,833.6,39.7,6.2
325-90-8763,2019-01-27,13:58:00,Naypyitaw,Electronic accessories,Member,Female,Cash,10,46.57,488.99,23.29,7.6
729-46-7422,2019-02-23,16:52:00,Naypyitaw,Food and beverages,Normal,Male,Credit card,1,35.89,37.68,1.79,7.9
639-76-1242,2019-02-03,15:19:00,Naypyitaw,Food and beverages,Normal,Male,Cash,5,40.52,212.73,10.13,4.5
234-03-4040,2019-03-03,12:25:00,Mandalay,Food and beverages,Member,Female,Credit card,10,73.05,767.03,36.53,8.7
326-71-2155,2019-02-03,10:02:00,Naypyitaw,Sports and travel,Normal,Female,Cash,4,73.95,310.59,14.79,6.1
320-32-8842,2019-03-17,18:58:00,Naypyitaw,Food and beverages,Member,Female,Cash,1,22.62,23.75,1.13,6.4
470-32-9057,2019-03-28,15:31:00,Yangon,Food and beverages,Member,Male,Credit card,5,51.34,269.54,12.84,9.1
878-30-2331,2019-03-02,11:22:00,Naypyitaw,Sports and travel,Member,Female,Credit card,10,54.55,572.78,27.28,7.1
440-59-5691,2019-02-08,13:12:00,Naypyitaw,Health and beauty,Member,Female,Credit card,7,37.15,273.05,13.0,7.7
554-53-3790,2019-03-22,18:33:00,Mandalay,Sports and travel,Normal,Male,Cash,6,37.02,233.23,11.11,4.5
746-19-0921,2019-02-09,10:02:00,Naypyitaw,Food and beverages,Normal,Male,Ewallet,1,21.58,22.66,1.08,7.2
233-34-0817,2019-02-15,11:21:00,Naypyitaw,Electronic accessories,Member,Female,Cash,1,98.84,103.78,4.94,8.4
767-05-1286,2019-01-23,12:10:00,Naypyitaw,Home and lifestyle,Member,Female,Ewallet,6,83.77,527.75,25.13,5.4
340-21-9136,2019-01-25,11:40:00,Yangon,Sports and travel,Member,Female,Cash,4,40.05,168.21,8.01,9.7
405-31-3305,2019-02-02,18:31:00,Yangon,Fashion accessories,Member,Male,Credit card,10,43.13,452.87,21.57,5.5
731-59-7531,2019-03-30,17:58:00,Mandalay,Health and beauty,Member,Male,Cash,8,72.57,609.59,29.03,4.6
676-39-6028,2019-03-30,17:04:00,Yangon,Electronic accessories,Member,Female,Cash,5,64.44,338.31,16.11,6.6
502-05-1910,2019-02-25,20:35:00,Yangon,Health and beauty,Normal,Male,Credit card,3,65.18,205.32,9.78,6.3
485-30-8700,2019-03-18,16:10:00,Yangon,Sports and travel,Normal,Female,Credit card,5,33.26,174.62,8.32,4.2
598-47-9715,2019-03-07,16:54:00,Naypyitaw,Electronic accessories,Normal,Male,Ewallet,4,84.07,353.09,16.81,4.4
701-69-8742,2019-03-16,10:11:00,Mandalay,Sports and travel,Normal,Male,Ewallet,10,34.37,360.89,17.19,6.7
575-67-1508,2019-01-29,11:26:00,Yangon,Electronic accessories,Normal,Male,Ewallet,1,38.6,40.53,1.93,6.7
541-08-3113,2019-02-02,20:29:00,Naypyitaw,Food and beverages,Normal,Male,Cash,8,65.97,554.15,26.39,8.4
246-11-3901,2019-02-15,12:12:00,Naypyitaw,Electronic accessories,Normal,Female,Cash,10,32.8,344.4,16.4,6.2
674-15-9296,2019-01-08,13:05:00,Yangon,Sports and travel,Normal,Male,Ewallet,5,37.14,194.99,9.29,5.0
305-18-3552,2019-02-12,16:19:00,Mandalay,Home and lifestyle,Member,Male,Cash,10,60.38,633.99,30.19,6.0
493-65-6248,2019-01-01,19:48:00,Naypyitaw,Sports and travel,Member,Female,Credit card,10,36.98,388.29,18.49,7.0
438-01-4015,2019-03-21,15:25:00,Mandalay,Sports and travel,Member,Female,Ewallet,4,49.49,207.86,9.9,6.6
709-58-4068,2019-02-28,14:42:00,Mandalay,Fashion accessories,Normal,Female,Cash,10,41.09,431.45,20.55,7.3
795-49-7276,2019-03-23,18:59:00,Yangon,Fashion accessories,Normal,Male,Ewallet,4,37.15,156.03,7.43,8.3
556-72-8512,2019-01-30,20:47:00,Naypyitaw,Home and lifestyle,Normal,Male,Cash,1,22.96,24.11,1.15,4.3
627-95-3243,2019-02-04,13:21:00,Mandalay,Home and lifestyle,Member,Female,Ewallet,9,77.68,734.08,34.96,9.8
686-41-0932,2019-03-13,19:48:00,Mandalay,Fashion accessories,Normal,Female,Ewallet,2,34.7,72.87,3.47,8.2
510-09-5628,2019-03-15,18:20:00,Yangon,Fashion accessories,Member,Female,Credit card,10,19.66,206.43,9.83,7.2
608-04-3797,2019-03-05,20:24:00,Mandalay,Health and beauty,Member,Female,Ewallet,8,25.32,212.69,10.13,8.7
148-82-2527,2019-03-05,13:44:00,Naypyitaw,Home and lifestyle,Member,Female,Credit card,10,12.12,127.26,6.06,8.4
437-53-3084,2019-02-26,11:48:00,Mandalay,Fashion accessories,Normal,Male,Ewallet,2,99.89,209.77,9.99,7.1
632-32-4574,2019-03-20,14:14:00,Mandalay,Sports and travel,Normal,Male,Cash,8,75.92,637.73,30.37,5.5
556-97-7101,2019-01-01,15:51:00,Naypyitaw,Electronic accessories,Normal,Female,Cash,2,63.22,132.76,6.32,8.5
862-59-8517,2019-01-27,11:17:00,Naypyitaw,Food and beverages,Normal,Female,Cash,6,90.24,568.51,27.07,6.2
401-18-8016,2019-01-21,17:36:00,Mandalay,Sports and travel,Member,Female,Cash,1,98.13,103.04,4.91,8.9
420-18-8989,2019-02-02,15:47:00,Yangon,Sports and travel,Member,Female,Cash,8,51.52,432.77,20.61,9.6
277-63-2961,2019-02-03,15:53:00,Mandalay,Sports and travel,Member,Male,Credit card,1,73.97,77.67,3.7,5.4
573-98-8548,2019-01-05,12:40:00,Naypyitaw,Fashion accessories,Member,Female,Ewallet,1,31.9,33.5,1.6,9.1
620-02-2046,2019-01-27,19:48:00,Naypyitaw,Home and lifestyle,Normal,Male,Ewallet,2,69.4,145.74,6.94,9.0
282-35-2475,2019-03-25,17:53:00,Mandalay,Sports and travel,Normal,Female,Cash,2,93.31,195.95,9.33,6.3
511-54-3087,2019-02-25,16:36:00,Mandalay,Sports and travel,Normal,Male,Credit card,1,88.45,92.87,4.42,9.5
726-29-6793,2019-01-28,20:54:00,Yangon,Electronic accessories,Member,Male,Ewallet,8,24.18,203.11,9.67,9.8
387-49-4215,2019-01-08,12:50:00,Mandalay,Sports and travel,Member,Female,Cash,3,48.5,152.78,7.28,6.7
862-17-9201,2019-01-29,10:48:00,Mandalay,Food and beverages,Normal,Female,Credit card,6,84.05,529.52,25.22,7.7
291-21-5991,2019-03-29,14:28:00,Mandalay,Health and beauty,Member,Male,Cash,5,61.29,321.77,15.32,7.0
602-80-9671,2019-02-09,17:15:00,Naypyitaw,Home and lifestyle,Member,Female,Credit card,6,15.95,100.49,4.79,5.1
347-72-6115,2019-01-16,18:03:00,Mandalay,Sports and travel,Member,Female,Credit card,7,90.74,666.94,31.76,6.2
209-61-0206,2019-01-05,17:29:00,Yangon,Home and lifestyle,Normal,Female,Ewallet,5,42.91,225.28,10.73,6.1
595-27-4851,2019-01-27,18:05:00,Yangon,Fashion accessories,Normal,Female,Ewallet,7,54.28,398.96,19.0,9.3
189-52-0236,2019-03-14,12:07:00,Yangon,Electronic accessories,Normal,Male,Cash,7,99.55,731.69,34.84,7.6
503-07-0930,2019-02-23,19:49:00,Naypyitaw,Sports and travel,Member,Male,Credit card,7,58.39,429.17,20.44,8.2
413-20-6708,2019-03-18,15:52:00,Naypyitaw,Fashion accessories,Member,Female,Ewallet,1,51.47,54.04,2.57,8.5
425-85-2085,2019-03-29,16:48:00,Mandalay,Health and beauty,Member,Male,Ewallet,5,54.86,288.02,13.72,9.8
521-18-7827,2019-01-22,20:46:00,Naypyitaw,Home and lifestyle,Member,Male,Credit card,5,39.39,206.8,9.85,8.7
220-28-1851,2019-03-01,18:14:00,Yangon,Home and lifestyle,Normal,Male,Ewallet,2,34.73,72.93,3.47,9.7
600-38-9738,2019-01-17,15:05:00,Naypyitaw,Sports and travel,Member,Male,Credit card,5,71.92,377.58,17.98,4.3
734-91-1155,2019-03-26,10:34:00,Mandalay,Electronic accessories,Normal,Female,Credit card,3,45.71,143.99,6.86,7.7
451-28-5717,2019-03-20,11:23:00,Naypyitaw,Home and lifestyle,Member,Female,Cash,6,83.17,523.97,24.95,7.3
609-81-8548,2019-02-06,13:55:00,Yangon,Home and lifestyle,Member,Female,Credit card,6,37.44,235.87,11.23,5.9
133-14-7229,2019-01-01,11:43:00,Naypyitaw,Health and beauty,Normal,Male,Cash,2,62.87,132.03,6.29,5.0
534-01-4457,2019-01-27,14:36:00,Yangon,Food and beverages,Normal,Male,Credit card,6,81.71,514.77,24.51,8.0
719-89-8991,2019-02-25,16:03:00,Yangon,Sports and travel,Member,Female,Ewallet,5,91.41,479.9,22.85,7.1
286-62-6248,2019-01-16,20:03:00,Mandalay,Fashion accessories,Normal,Male,Credit card,4,39.21,164.68,7.84,9.0
339-38-9982,2019-01-13,14:55:00,Mandalay,Fashion accessories,Member,Male,Ewallet,2,59.86,125.71,5.99,6.7
827-44-5872,2019-02-07,11:28:00,Mandalay,Food and beverages,Member,Female,Credit card,10,54.36,570.78,27.18,6.1
827-77-7633,2019-02-17,19:41:00,Yangon,Sports and travel,Normal,Male,Cash,9,98.09,926.95,44.14,9.3
287-83-1405,2019-02-12,19:01:00,Yangon,Health and beauty,Normal,Male,Ewallet,6,25.43,160.21,7.63,7.0
435-13-4908,2019-01-24,18:04:00,Yangon,Fashion accessories,Member,Male,Credit card,8,86.68,728.11,34.67,7.2
857-67-9057,2019-02-06,19:20:00,Mandalay,Electronic accessories,Normal,Male,Ewallet,10,22.95,240.98,11.48,8.2
236-27-1144,2019-03-26,10:31:00,Naypyitaw,Food and beverages,Normal,Female,Ewallet,9,16.31,154.13,7.34,8.4
892-05-6689,2019-03-11,13:28:00,Yangon,Home and lifestyle,Normal,Female,Ewallet,5,28.32,148.68,7.08,6.2
583-41-4548,2019-02-07,11:36:00,Naypyitaw,Home and lifestyle,Normal,Male,Ewallet,7,16.67,122.52,5.83,7.4
339-12-4827,2019-01-05,11:32:00,Mandalay,Fashion accessories,Member,Female,Credit card,1,73.96,77.66,3.7,5.0
643-38-7867,2019-03-07,11:44:00,Yangon,Home and lifestyle,Normal,Male,Ewallet,1,97.94,102.84,4.9,6.9
308-81-0538,2019-02-25,17:16:00,Yangon,Fashion accessories,Normal,Female,Credit card,4,73.05,306.81,14.61,4.9
358-88-9262,2019-02-01,18:43:00,Naypyitaw,Food and beverages,Member,Female,Ewallet,6,87.48,551.12,26.24,5.1
460-35-4390,2019-01-22,11:00:00,Yangon,Home and lifestyle,Normal,Male,Ewallet,3,30.68,96.64,4.6,9.1
343-87-0864,2019-01-03,10:30:00,Naypyitaw,Health and beauty,Member,Male,Credit card,1,75.88,79.67,3.79,7.1
173-50-1108,2019-02-13,12:14:00,Mandalay,Sports and travel,Member,Female,Credit card,4,20.18,84.76,4.04,5.0
243-47-2663,2019-01-28,16:43:00,Naypyitaw,Electronic accessories,Member,Male,Credit card,6,18.77,118.25,5.63,5.5
841-18-8232,2019-01-05,20:40:00,Mandalay,Food and beverages,Normal,Female,Credit card,1,71.2,74.76,3.56,9.2
701-23-5550,2019-03-19,13:40:00,Mandalay,Home and lifestyle,Member,Male,Ewallet,4,38.81,163.0,7.76,4.9
647-50-1224,2019-01-12,16:23:00,Yangon,Fashion accessories,Normal,Female,Ewallet,10,29.42,308.91,14.71,8.9
541-48-8554,2019-01-07,12:08:00,Yangon,Sports and travel,Normal,Male,Credit card,9,60.95,575.98,27.43,6.0
539-21-7227,2019-01-26,17:45:00,Mandalay,Sports and travel,Normal,Female,Cash,5,51.54,270.59,12.89,4.2
213-32-1216,2019-01-23,10:28:00,Yangon,Electronic accessories,Normal,Female,Cash,6,66.06,416.18,19.82,7.3
747-58-7183,2019-02-09,20:31:00,Mandalay,Fashion accessories,Normal,Male,Ewallet,3,57.27,180.4,8.59,6.5
582-52-8065,2019-02-22,10:49:00,Mandalay,Fashion accessories,Normal,Female,Cash,9,54.31,513.23,24.44,8.9
210-57-1719,2019-02-05,12:34:00,Mandalay,Health and beauty,Normal,Female,Cash,9,58.24,550.37,26.21,9.7
399-69-4630,2019-03-07,10:23:00,Naypyitaw,Electronic accessories,Normal,Male,Credit card,6,22.21,139.92,6.66,8.6
134-75-2619,2019-03-25,18:51:00,Yangon,Electronic accessories,Member,Male,Cash,7,19.32,142.0,6.76,6.9
356-44-8813,2019-01-20,13:45:00,Mandalay,Home and lifestyle,Normal,Male,Credit card,3,37.48,118.06,5.62,7.7
198-66-9832,2019-02-04,19:38:00,Mandalay,Fashion accessories,Member,Female,Cash,2,72.04,151.28,7.2,9.5
283-26-5248,2019-01-30,20:23:00,Naypyitaw,Food and beverages,Member,Female,Ewallet,10,98.52,1034.46,49.26,4.5
712-39-0363,2019-01-02,15:24:00,Yangon,Food and beverages,Member,Male,Ewallet,6,41.66,262.46,12.5,5.6
218-59-9410,2019-03-29,16:54:00,Yangon,Home and lifestyle,Member,Female,Ewallet,3,72.42,228.12,10.86,8.2
174-75-0888,2019-03-14,12:32:00,Mandalay,Electronic accessories,Normal,Male,Cash,9,21.58,203.93,9.71,7.3
866-99-7614,2019-02-11,15:42:00,Naypyitaw,Food and beverages,Normal,Male,Credit card,10,89.2,936.6,44.6,4.4
134-54-4720,2019-01-30,13:58:00,Mandalay,Electronic accessories,Normal,Female,Ewallet,8,42.42,356.33,16.97,5.7
760-90-2357,2019-03-20,15:08:00,Yangon,Electronic accessories,Member,Male,Ewallet,6,74.51,469.41,22.35,5.0
514-37-2845,2019-03-20,13:02:00,Mandalay,Fashion accessories,Normal,Male,Cash,2,99.25,208.43,9.93,9.0
698-98-5964,2019-01-17,13:01:00,Yangon,Food and beverages,Normal,Female,Credit card,10,81.21,852.71,40.61,6.3
718-57-9773,2019-02-03,16:40:00,Naypyitaw,Sports and travel,Normal,Female,Credit card,10,49.33,517.97,24.67,9.4
651-88-7328,2019-01-01,13:55:00,Yangon,Fashion accessories,Normal,Female,Cash,9,65.74,621.24,29.58,7.7
241-11-2261,2019-01-10,10:33:00,Mandalay,Fashion accessories,Normal,Female,Credit card,7,79.86,586.97,27.95,5.5
408-26-9866,2019-03-02,16:42:00,Naypyitaw,Sports and travel,Normal,Female,Ewallet,7,73.98,543.75,25.89,4.1
834-83-1826,2019-02-25,17:16:00,Mandalay,Home and lifestyle,Member,Female,Credit card,5,82.04,430.71,20.51,7.6
343-61-3544,2019-01-29,11:48:00,Mandalay,Sports and travel,Member,Male,Cash,10,26.67,280.04,13.34,8.6
239-48-4278,2019-03-10,19:35:00,Yangon,Food and beverages,Member,Male,Ewallet,7,10.13,74.46,3.55,8.3
355-34-6244,2019-01-13,19:55:00,Mandalay,Food and beverages,Normal,Male,Credit card,2,72.39,152.02,7.24,8.1
550-84-8664,2019-03-22,14:33:00,Yangon,Sports and travel,Normal,Male,Credit card,5,85.91,451.03,21.48,8.6
339-96-8318,2019-03-01,19:49:00,Mandalay,Fashion accessories,Member,Male,Ewallet,7,81.31,597.63,28.46,6.3
458-61-0011,2019-02-20,18:43:00,Mandalay,Food and beverages,Normal,Male,Cash,4,60.3,253.26,12.06,5.8
592-34-6155,2019-01-14,14:43:00,Naypyitaw,Food and beverages,Normal,Male,Ewallet,4,31.77,133.43,6.35,6.2
797-88-0493,2019-03-26,13:54:00,Yangon,Health and beauty,Normal,Female,Cash,4,64.27,269.93,12.85,7.7
207-73-1363,2019-03-01,12:15:00,Mandalay,Health and beauty,Normal,Male,Ewallet,2,69.51,145.97,6.95,8.1
390-31-6381,2019-01-07,12:37:00,Naypyitaw,Food and beverages,Normal,Male,Cash,3,27.22,85.74,4.08,7.3
443-82-0585,2019-02-01,19:54:00,Yangon,Health and beauty,Member,Female,Cash,4,77.68,326.26,15.54,8.4
339-18-7061,2019-02-13,15:06:00,Naypyitaw,Fashion accessories,Member,Female,Credit card,2,92.98,195.26,9.3,8.0
359-90-3665,2019-01-14,18:03:00,Mandalay,Fashion accessories,Member,Female,Credit card,4,18.08,75.94,3.62,9.5
375-72-3056,2019-01-19,15:58:00,Mandalay,Sports and travel,Normal,Male,Ewallet,3,63.06,198.64,9.46,7.0
127-47-6963,2019-03-09,13:53:00,Yangon,Health and beauty,Normal,Male,Credit card,4,51.71,217.18,10.34,9.8
278-86-2735,2019-03-27,14:03:00,Yangon,Food and beverages,Normal,Female,Cash,3,52.34,164.87,7.85,9.2
695-28-6250,2019-02-04,16:38:00,Yangon,Sports and travel,Normal,Female,Ewallet,5,43.06,226.07,10.77,7.7
379-17-6588,2019-03-14,11:07:00,Naypyitaw,Fashion accessories,Normal,Male,Cash,10,59.61,625.91,29.81,5.3
227-50-3718,2019-03-04,12:23:00,Yangon,Health and beauty,Normal,Male,Cash,5,14.62,76.76,3.66,4.4
302-15-2162,2019-03-03,10:54:00,Naypyitaw,Health and beauty,Member,Male,Credit card,6,46.53,293.14,13.96,4.3
788-07-8452,2019-01-27,17:38:00,Naypyitaw,Home and lifestyle,Member,Female,Ewallet,7,24.24,178.16,8.48,9.4
560-49-6611,2019-02-07,14:13:00,Yangon,Sports and travel,Member,Female,Cash,1,45.58,47.86,2.28,9.8
880-35-0356,2019-02-05,11:51:00,Yangon,Sports and travel,Member,Female,Ewallet,3,75.2,236.88,11.28,4.8
585-11-6748,2019-03-15,13:05:00,Mandalay,Sports and travel,Member,Male,Cash,3,96.8,304.92,14.52,5.3
470-31-3286,2019-03-01,11:30:00,Mandalay,Health and beauty,Normal,Male,Credit card,3,14.82,46.68,2.22,8.7
152-68-2907,2019-02-15,13:30:00,Yangon,Food and beverages,Normal,Male,Credit card,3,52.2,164.43,7.83,9.5
123-35-4896,2019-02-17,19:11:00,Naypyitaw,Sports and travel,Normal,Female,Ewallet,9,46.66,440.94,21.0,5.3
258-69-7810,2019-01-26,18:53:00,Naypyitaw,Fashion accessories,Normal,Female,Cash,5,36.85,193.46,9.21,9.2
334-64-2006,2019-03-24,14:22:00,Yangon,Home and lifestyle,Member,Female,Ewallet,2,70.32,147.67,7.03,9.6
219-61-4139,2019-01-23,17:16:00,Naypyitaw,Electronic accessories,Normal,Male,Ewallet,1,83.08,87.23,4.15,6.4
881-41-7302,2019-01-26,10:06:00,Naypyitaw,Fashion accessories,Normal,Female,Credit card,1,64.99,68.24,3.25,4.5
373-09-4567,2019-03-14,20:35:00,Naypyitaw,Food and beverages,Normal,Male,Ewallet,10,77.56,814.38,38.78,6.9
642-30-6693,2019-03-17,13:54:00,Mandalay,Sports and travel,Normal,Female,Ewallet,6,54.51,343.41,16.35,7.8
484-22-8230,2019-01-08,20:08:00,Naypyitaw,Fashion accessories,Member,Female,Cash,7,51.89,381.39,18.16,4.5
830-58-2383,2019-02-08,15:26:00,Mandalay,Home and lifestyle,Normal,Male,Cash,4,31.75,133.35,6.35,8.6
559-98-9873,2019-02-10,12:56:00,Yangon,Fashion accessories,Member,Female,Ewallet,7,53.65,394.33,18.78,5.2
544-32-5024,2019-03-28,19:16:00,Naypyitaw,Food and beverages,Member,Female,Credit card,4,49.79,209.12,9.96,6.4
318-12-0304,2019-01-23,12:20:00,Yangon,Fashion accessories,Normal,Male,Ewallet,1,30.61,32.14,1.53,5.2
349-97-8902,2019-01-17,10:37:00,Mandalay,Food and beverages,Member,Male,Ewallet,2,57.89,121.57,5.79,8.9
421-95-9805,2019-02-07,10:18:00,Yangon,Electronic accessories,Normal,Female,Credit card,1,28.96,30.41,1.45,6.2
277-35-5865,2019-03-09,11:23:00,Naypyitaw,Food and beverages,Member,Female,Cash,9,98.97,935.27,44.54,6.7
789-23-8625,2019-01-24,11:45:00,Mandalay,Fashion accessories,Member,Male,Cash,3,93.22,293.64,13.98,7.2
284-54-4231,2019-01-19,16:08:00,Naypyitaw,Sports and travel,Member,Male,Credit card,1,80.93,84.98,4.05,9.0
443-59-0061,2019-02-03,11:25:00,Yangon,Food and beverages,Member,Male,Ewallet,10,67.45,708.23,33.73,4.2
509-29-3912,2019-03-20,12:24:00,Yangon,Sports and travel,Member,Female,Ewallet,9,38.72,365.9,17.42,4.2
327-40-9673,2019-01-13,19:51:00,Mandalay,Sports and travel,Member,Male,Cash,6,72.6,457.38,21.78,6.9
840-19-2096,2019-03-14,18:10:00,Naypyitaw,Electronic accessories,Member,Male,Ewallet,5,87.91,461.53,21.98,4.4
828-46-6863,2019-01-23,11:22:00,Yangon,Food and beverages,Member,Male,Credit card,6,98.53,620.74,29.56,4.0
641-96-3695,2019-02-07,17:55:00,Naypyitaw,Fashion accessories,Member,Female,Ewallet,6,43.46,273.8,13.04,8.5
420-97-3340,2019-03-28,15:30:00,Yangon,Food and beverages,Normal,Female,Credit card,3,71.68,225.79,10.75,9.2
436-54-4512,2019-03-20,19:44:00,Yangon,Food and beverages,Member,Female,Cash,1,91.61,96.19,4.58,9.8
670-79-6321,2019-01-17,15:27:00,Mandalay,Home and lifestyle,Member,Female,Credit card,7,94.59,695.24,33.11,4.9
852-62-7105,2019-01-12,11:25:00,Mandalay,Fashion accessories,Normal,Female,Credit card,10,83.25,874.13,41.63,4.4
598-06-7312,2019-02-16,15:42:00,Mandalay,Fashion accessories,Member,Male,Cash,1,91.35,95.92,4.57,6.8
135-13-8269,2019-01-26,16:04:00,Mandalay,Food and beverages,Member,Female,Cash,2,78.88,165.65,7.89,9.1
816-57-2053,2019-03-09,12:37:00,Yangon,Sports and travel,Normal,Male,Ewallet,2,60.87,127.83,6.09,8.7
628-90-8624,2019-03-14,14:41:00,Mandalay,Health and beauty,Member,Male,Cash,10,82.58,867.09,41.29,5.0
856-66-2701,2019-01-25,14:19:00,Yangon,Home and lifestyle,Member,Male,Ewallet,3,53.3,167.9,8.0,7.5
308-39-1707,2019-01-26,18:19:00,Yangon,Fashion accessories,Normal,Female,Credit card,1,12.09,12.69,0.6,8.2
149-61-1929,2019-01-19,14:08:00,Yangon,Sports and travel,Normal,Male,Credit card,10,64.19,674.0,32.1,6.7
655-07-2265,2019-03-05,16:38:00,Yangon,Electronic accessories,Normal,Male,Ewallet,3,78.31,246.68,11.75,5.4
589-02-8023,2019-01-15,10:54:00,Yangon,Food and beverages,Member,Male,Credit card,2,83.77,175.92,8.38,7.0
420-04-7590,2019-03-18,11:29:00,Mandalay,Home and lifestyle,Normal,Male,Ewallet,3,99.7,314.06,14.96,4.7
182-88-2763,2019-03-20,19:28:00,Mandalay,Food and beverages,Member,Male,Credit card,3,79.91,251.72,11.99,5.0
188-55-0967,2019-01-15,15:01:00,Mandalay,Health and beauty,Member,Male,Credit card,10,66.47,697.94,33.24,5.0
610-46-4100,2019-03-03,20:31:00,Yangon,Health and beauty,Normal,Male,Credit card,7,28.95,212.78,10.13,6.0
318-81-2368,2019-03-19,12:16:00,Naypyitaw,Electronic accessories,Normal,Female,Cash,1,46.2,48.51,2.31,6.3
364-33-8584,2019-03-08,15:27:00,Mandalay,Food and beverages,Member,Female,Cash,5,17.63,92.56,4.41,8.5
665-63-9737,2019-02-27,17:36:00,Mandalay,Fashion accessories,Normal,Male,Ewallet,3,52.42,165.12,7.86,7.5
695-09-5146,2019-02-23,20:00:00,Mandalay,Food and beverages,Member,Female,Ewallet,3,98.79,311.19,14.82,6.4
155-45-3814,2019-03-19,15:29:00,Naypyitaw,Electronic accessories,Member,Female,Ewallet,8,88.55,743.82,35.42,4.7
794-32-2436,2019-03-27,15:08:00,Mandalay,Electronic accessories,Member,Male,Ewallet,2,55.67,116.91,5.57,6.0
131-15-8856,2019-03-30,19:26:00,Naypyitaw,Food and beverages,Member,Female,Credit card,8,72.52,609.17,29.01,4.0
273-84-2164,2019-02-16,15:53:00,Naypyitaw,Electronic accessories,Member,Male,Ewallet,5,12.05,63.26,3.01,5.5
706-36-6154,2019-01-18,18:43:00,Yangon,Home and lifestyle,Member,Male,Ewallet,9,19.36,182.95,8.71,8.7
778-89-7974,2019-03-30,14:58:00,Naypyitaw,Health and beauty,Normal,Male,Cash,6,70.21,442.32,21.06,7.4
574-31-8277,2019-03-20,19:55:00,Mandalay,Fashion accessories,Member,Male,Cash,1,33.63,35.31,1.68,5.6
859-71-0933,2019-01-16,15:10:00,Naypyitaw,Sports and travel,Member,Female,Cash,2,15.49,32.53,1.55,6.3
740-11-5257,2019-02-24,16:44:00,Naypyitaw,Electronic accessories,Normal,Male,Cash,10,24.74,259.77,12.37,7.1
369-82-2676,2019-01-15,18:22:00,Mandalay,Electronic accessories,Normal,Male,Ewallet,5,75.66,397.22,18.92,7.8
563-47-4072,2019-01-22,11:52:00,Mandalay,Health and beauty,Normal,Female,Cash,6,55.81,351.6,16.74,9.9
742-04-5161,2019-02-03,17:24:00,Yangon,Home and lifestyle,Member,Male,Cash,10,72.78,764.19,36.39,7.3
149-15-7606,2019-03-06,15:31:00,Mandalay,Sports and travel,Member,Male,Ewallet,9,37.32,352.67,16.79,5.1
133-77-3154,2019-02-16,18:04:00,Mandalay,Fashion accessories,Member,Male,Credit card,4,60.18,252.76,12.04,9.4
169-52-4504,2019-03-14,14:13:00,Yangon,Electronic accessories,Normal,Female,Credit card,3,15.69,49.42,2.35,5.8
